source,stage,name,description,url,code_url,paper_url,categories,year,license,repo,stars,also_in
biotools,,InDeepNet,InDeepNet is a web platform that predicts functional binding sites in proteins using deep learning models InDeep and InDeepHolo. The platform enables researchers to upload protein structures and visualize potential binding sites for proteins or small molecules.,https://indeep-net.gpu.pasteur.cloud/,,https://doi.org/10.1093/NAR/GKAF403,Binding sites; Medicinal chemistry; Molecular modelling; Binding site prediction; Molecular docking; Protein interaction prediction; Small molecule design,,,,,
biotools,,InferBERT,A Transformer-Based Causal Inference Framework for Enhancing Pharmacovigilance.,https://github.com/google-research/bert,https://github.com/google-research/bert,https://doi.org/10.3389/FRAI.2021.659622,Toxicology; Deposition; Named-entity and concept recognition; Splitting,,Apache-2.0,google-research/bert,,
biotools,,InflamNat,Web-Based Database and Predictor of Anti-Inflammatory Natural Products.,http://www.inflamnat.com/,,https://doi.org/10.21203/RS.3.RS-1030714/V1,Medicinal chemistry; Fold recognition; Phasing; Small molecule design,,Free of charge,,,
biotools,,Inflexa,"Inflexa is an open-source, agentic orchestration platform for computational biology and translational medicine. It is designed to assist researchers in analyzing multi-omics, cheminformatics, and imaging data by reading published literature, designing multi-step analysis plans, and executing experiments with full reproducibility.",https://github.com/inflexa-ai/inflexa,https://github.com/inflexa-ai/inflexa,,Cheminformatics; Data analysis,,Apache-2.0,inflexa-ai/inflexa,,github-topics
biotools,,InfMod3DGen,New Bayesian framework to derive the 3D architecture of a chromosome from 3C-based data.,https://github.com/wangsy11/InfMod3DGen,https://github.com/wangsy11/InfMod3DGen,https://doi.org/10.1093/nar/gkv100,Molecular modelling; Nucleic acid structure analysis,,,wangsy11/infmod3dgen,,
biotools,,Informer,"Predicting kinase inhibitors using bioactivity matrix derived informer sets | This repository implements in Matlab the Regression Selection method described in ""Zhang, Huikun, Lee, Ching-pei, Ericksen, Spencer S., Mason, Blake J., Wlodarchak, Nathan, Mitchell, Julie C., Wildman, Scott A., Wright, Stephen J., Nowak, Robert, Gitter, Anthony, Hoffman, F. Michael, and Newton, Michael A. Minimally-supervised, chemogenomic strategies for effective compound prioritization on kinases."" | This repository implements two experiments described in the manuscript: | Training a single model for prediction on new kinases | Conducting leave-one-out cross-validation and outputing the final leave-one-out prediction on each input kinase",https://github.com/leepei/informer,https://github.com/leepei/informer,https://doi.org/10.1371/JOURNAL.PCBI.1006813,Compound libraries and screening; Medicinal chemistry; Essential dynamics; Imputation; Regression analysis,,Unlicense,leepei/informer,,
biotools,,INPUT,An intelligent network pharmacology platform unique for traditional Chinese medicine.,http://cbcb.cdutcm.edu.cn/INPUT/,,https://doi.org/10.1016/j.csbj.2022.03.006,Pharmacology; Gene-set enrichment analysis; Network analysis; Query and retrieval,,Free of charge,,,
biotools,,InsertionMapper,A pipeline tool for the identification of targeted sequences from multidimensional high throughput sequencing data.,https://sourceforge.net/projects/insertionmapper/,,https://doi.org/10.1186/1471-2164-14-679,Compound libraries and screening; Representative sequence identification,,,,,
biotools,,InstaDock,"A single-click graphical user interface for molecular docking-based virtual high-throughput screening.

Get in touch with Team InstaDock.",https://hassanlab.org/instadock,,https://doi.org/10.1093/BIB/BBAA279,Drug discovery; Molecular modelling; Protein-protein docking; Virtual screening; Visualisation,,,,,
biotools,,instaGRAAL,"Chromosome-level quality scaffolding of brown algal genomes using InstaGRAAL.

Large genome reassembly based on Hi-C data, continuation of GRAAL.

Large genome reassembly based on Hi-C data (continuation and partial rewrite of GRAAL) and post-scaffolding polishing libraries.

This work is under continuous development/improvement - see GRAAL for information about the basic principles.

sudo pip3 install -e git+https://github.com/koszullab/instagraal.git@master#egg=instagraal.

Note to OS X users: There is currently no CUDA support on Mojave (10.14) and it is unclear when it is going to be added, if it is to be added at all. This means instaGRAAL (or indeed any CUDA-based application) will not work on Mojave. If you wish to run it on OS X, the only solution for now is to downgrade to High Sierra (10.13)",https://github.com/koszullab/instaGRAAL,https://github.com/koszullab/instaGRAAL,https://doi.org/10.1101/2019.12.22.882084,Binding sites; Genetic mapping; Genome assembly; Mapping assembly; Scaffolding,,GPL-3.0,koszullab/instagraal,,
biotools,,IntelliPatent,"A web-based intelligent system for fast chemical patent claim drafting.

The first step of automating composition patent drafting is to draft the claims around a Markush structure with substituents. Currently, this process depends heavily on experienced attorneys or patent agents, and few tools are available. IntelliPatent was created to accelerate this process. Users can simply upload a series of analogs of interest, and IntelliPatent will automatically extract the general structural scaffold and generate the patent claim text. The program can also extend the patent claim by adding commonly seen R groups from historical lists of the top 30 selling drugs in the US for all R substituents. The program takes MDL SD file formats as inputs, and the invariable core structure and variable substructures will be identified as the initial scaffold and R groups in the output Markush structure",https://intellipatent.cmdm.tw/,,https://doi.org/10.1186/s13321-019-0401-4,Compound libraries and screening; Scaffolding,,,,,
biotools,,InteractiveROSETTA,A wxPython graphical interface for the PyRosetta and Rosetta protein modeling suites.,https://github.com/schenc3/InteractiveROSETTA,https://github.com/schenc3/InteractiveROSETTA,https://doi.org/10.1093/bioinformatics/btv492,Molecular modelling; Visualisation,,,schenc3/interactiverosetta,,
biotools,,InterEvDock,"Ab initio protein docking based on rigid-body sampling followed by consensus scoring using physics-based and statistical potentials, including the InterEvScore function specifically developed to incorporate co-evolutionary information in docking.",https://mobyle.rpbs.univ-paris-diderot.fr/cgi-bin/portal.py#forms::InterEvDock2,,https://doi.org/10.1093/nar/gky377,Molecular modelling; Protein modelling; Protein-protein docking,,Freeware,,,
biotools,,InterLig,improved ligand-based virtual screening using topologically independent structural alignments.,http://wallnerlab.org/InterLig,,https://doi.org/10.1093/BIOINFORMATICS/BTAA089,Drug discovery; Molecular modelling; Scaffolding; Structure alignment; Virtual screening,,,,,
biotools,,InterMap3D,Prediction of interacting protein residues by identifying co-evolving pairs of aminoacids from an alignment of protein sequences.,http://cbs.dtu.dk/services/InterMap3D/,,https://doi.org/10.1093/bioinformatics/btp335,Binding sites; Residue interaction prediction,,Other,,,
biotools,,InterMetalDB,A Database and Browser of Intermolecular Metal Binding Sites in Macromolecules with Structural Information.,https://intermetaldb.biotech.uni.wroc.pl/,,https://doi.org/10.1021/ACS.JPROTEOME.0C00906,Binding sites; Data retrieval; Database search; Deposition; Metal-binding site prediction,,Free of charge,,,curated
biotools,,InterPep2,"Global Peptide-Protein Docking with Structural Templates.

Abstract Motivation Interactions between proteins and peptides or peptide-like intrinsically disordered regions are involved in many important biological processes, such as gene expression and cell life-cycle regulation. Experimentally determining the structure of such interactions is time-consuming, and because of the disordered nature of the ligand, the interactions are especially difficult to predict through software, requiring specialized solutions. Although several prediction-methods exist, most are limited in performance or availability. Results InterPep2 is a freely available method for predicting the structure of peptide-protein interactions. We have previously shown that structural templates can be used to accurately predict peptide-protein binding sites, and that using templates from regular protein-protein interactions will increase the number of sites found",http://wallnerlab.org/InterPep,,https://doi.org/10.1101/813238,Molecular modelling; Protein disorder prediction; Protein interaction prediction; Protein secondary structure prediction; Protein-protein binding site prediction; Protein-protein docking,,,,,
biotools,,InterPepRank,"Assessment of Docked Peptide Conformations by a Deep Graph Network.

Abstract Motivation Peptide-protein interactions between a smaller or disordered peptide stretch and a folded receptor make up a large part of all protein-protein interactions. A common approach for modelling such interactions is to exhaustively sample the conformational space by fast-fourier-transform docking, and then refine a top percentage of decoys. Commonly, methods capable of ranking the decoys for selection in short enough time for larger scale studies rely on first-principle energy terms such as electrostatics, Van der Waals forces, or on pre-calculated statistical pairwise potentials. Results We present InterPepRank for peptide-protein complex scoring and ranking",http://wallnerlab.org/InterPepRank,,https://doi.org/10.1101/2020.09.07.285957,Molecular modelling; Protein interaction prediction; Protein-protein binding site prediction; Standardisation and normalisation,,,,,
biotools,,InterPred,A pipeline to identify and model protein–protein interactions.,http://bioinfo.ifm.liu.se/inter/interpred/,,https://doi.org/10.1002/PROT.25280,Molecular modelling; Protein-protein interaction prediction,,,,,
biotools,,IntFOLD,"Integrated web resource for protein folding recognition, 3D model quality assessment, intrinsic disorder prediction, domain prediction and ligand binding site prediction.",http://www.reading.ac.uk/bioinf/IntFOLD/,,https://doi.org/10.1093/nar/gkr184,Binding sites; Protein binding site prediction; Protein fold recognition; Protein folding analysis,,,,,
biotools,,INTOB,"INTOB is a software resource developed by the UFZ for the collection and management of toxicological data, adhering to FAIR principles. It standardizes the collection of metadata and phenotypic observations, particularly for zebrafish embryo toxicity tests, to improve data comparability and facilitate data-driven analyses.",https://www.ufz.de/intob/index.php?en=51326,,https://doi.org/10.1021/ACS.EST.4C11757,Compound libraries and screening; Toxicology; Essential dynamics; Principal component visualisation; Standardisation and normalisation,,,,,
biotools,,iNuc-PseKNC,"This web-server was developed to predict nucleosome occupancy of H. sapiens, C. elegan and D. melanogaster.",http://lin.uestc.edu.cn/server/iNuc-PseKNC,,,Binding sites; Nucleosome formation or exclusion sequence prediction,,,,,
biotools,,IOData,"A python library for reading, writing, and converting computational chemistry file formats and generating input files.

IOData is a HORTON 3 module for input/output of quantum chemistry file formats. Documentation is here: https://iodata.readthedocs.io/en/latest/index.html.",https://github.com/theochem/iodata,https://github.com/theochem/iodata,https://doi.org/10.1002/JCC.26468,Cheminformatics; Molecular dynamics; Formatting; Molecular dynamics; Parsing,,LGPL-3.0,theochem/iodata,,github-topics
