full_name,owner,name,url,description,homepage,language,topics,stars,forks,license,archived,created_at,pushed_at,matched_topics
akensert/molgraph,akensert,molgraph,https://github.com/akensert/molgraph,Graph neural networks for molecular machine learning: Implemented and compatible with TensorFlow and Keras.,https://molgraph.readthedocs.io/en/latest/,Python,bioinformatics; cheminformatics; computational-biology; computational-chemistry; deep-learning; graph-neural-networks; graphs; keras,65,5,MIT,False,2022-08-12,2026-03-09,cheminformatics; computational-chemistry
Steinbeck-Lab/coconut,Steinbeck-Lab,coconut,https://github.com/Steinbeck-Lab/coconut,"COCONUT (COlleCtion of Open Natural prodUcTs): A comprehensive platform facilitating natural product research by providing data, tools, and services for deposition, curation, and reuse.",https://coconut.naturalproducts.net,PHP,cheminformatics; natural-products,65,5,,False,2024-03-27,2026-06-23,cheminformatics
mir-group/pair_nequip_allegro,mir-group,pair_nequip_allegro,https://github.com/mir-group/pair_nequip_allegro,LAMMPS pair styles for NequIP and Allegro deep learning interatomic potentials,https://arxiv.org/pdf/2504.16068,C++,gpu; kokkos; lammps; machine-learning; molecular-dynamics; pytorch,65,13,MIT,False,2021-08-09,2026-05-15,molecular-dynamics
gozsari/Awesome-GNN-based-drug-discovery,gozsari,Awesome-GNN-based-drug-discovery,https://github.com/gozsari/Awesome-GNN-based-drug-discovery,"This is a curated list of research papers, resources and tools related to using Graph Neural Networks (GNNs) for drug discovery.",https://gozsari.github.io/Awesome-GNN-based-drug-discovery/,,awesome; awesome-list; deep-learning; drug-discovery; graph-neural-networks; machine-learning,64,11,MIT,False,2023-03-06,2024-04-01,drug-discovery
geem-lab/overreact,geem-lab,overreact,https://github.com/geem-lab/overreact,⚛️📈 Create and analyze chemical microkinetic models built from computational chemistry data. Crafted at the @geem-lab.,https://geem-lab.github.io/overreact-guide/,Python,automation; chemical-kinetics; cli; computational-chemistry; computational-chemistry-logfiles; dsl; first-principles; in-silico,64,10,MIT,False,2019-10-11,2026-09-07,computational-chemistry
pnnl/isicle,pnnl,isicle,https://github.com/pnnl/isicle,In silico chemical library engine for high-accuracy chemical property prediction,,Python,chemical-shifts; collision-cross-section; computational-chemistry; density-functional-theory; high-performance-computing; ion-mobility; metabolomics; molecular-dynamics,64,22,BSD-3-Clause,False,2018-07-26,2025-05-02,computational-chemistry; molecular-dynamics
MinkaiXu/EGNO,MinkaiXu,EGNO,https://github.com/MinkaiXu/EGNO,ICML2024: Equivariant Graph Neural Operator for Modeling 3D Dynamics,,Python,dynamic-simulations; geometric-deep-learning; graph-neural-networks; molecular-dynamics; neural-operator,64,13,MIT,False,2024-02-05,2024-03-27,molecular-dynamics
szczurek-lab/hydramp,szczurek-lab,hydramp,https://github.com/szczurek-lab/hydramp,HydrAMP: a deep generative model for antimicrobial peptide discovery,https://hydramp.mimuw.edu.pl/,Jupyter Notebook,antimicrobial-peptides; antimicrobial-resistance; drug-discovery; generative-models; mimuw; university-of-warsaw,63,14,MIT,False,2022-01-27,2024-11-26,drug-discovery
gmum/geo-gcn,gmum,geo-gcn,https://github.com/gmum/geo-gcn,The official implementation of the SGCN architecture.,,Python,cheminformatics; convolutional-neural-networks; graph-convolutional-networks; missing-data,63,18,MIT,False,2019-09-09,2022-02-04,cheminformatics
pritampanda15/Molecular-Dynamics,pritampanda15,Molecular-Dynamics,https://github.com/pritampanda15/Molecular-Dynamics,Self explained tutorial for molecular dynamics simulation using gromacs,,Shell,charmm; complex; dynamics; freeenergy; hpc; hpc-clusters; lipidbilayer; molecular,63,21,,False,2019-05-18,2024-11-16,molecular-dynamics
PaccMann/chemical_representation_learning_for_toxicity_prediction,PaccMann,chemical_representation_learning_for_toxicity_prediction,https://github.com/PaccMann/chemical_representation_learning_for_toxicity_prediction,Chemical representation learning paper in Digital Discovery,https://pubs.rsc.org/en/content/articlelanding/2023/dd/d2dd00099g,Jupyter Notebook,chemoinformatics; deep-learning; property-prediction; pytorch; qsar; toxicity-prediction,63,15,MIT,False,2020-09-09,2024-05-22,qsar
crcollins/molml,crcollins,molml,https://github.com/crcollins/molml,A library to interface molecules and machine learning.,,Python,cheminformatics; chemistry; deep-learning; machine-learning; numpy; python; python-library; quantum,62,17,MIT,False,2016-08-02,2019-07-31,cheminformatics
QChASM/AaronTools.py,QChASM,AaronTools.py,https://github.com/QChASM/AaronTools.py,Python tools for automating routine tasks encountered when running quantum chemistry computations.,https://aarontools.readthedocs.io/en/latest/,Python,catalysis; compchem; computational-chemistry; density-functional-theory; dft; dft-calculations; gaussian; ir-spectra,62,9,GPL-3.0,False,2019-06-05,2026-06-10,computational-chemistry
vsomnath/graphretro,vsomnath,graphretro,https://github.com/vsomnath/graphretro,Learning Graph Models for Retrosynthesis Prediction (NeurIPS 2021),https://arxiv.org/abs/2006.07038,Python,geometry; graph-neural-network; machine-learning; molecules; neurips-2021; retrosynthesis,62,15,MIT,False,2021-12-11,2023-06-29,retrosynthesis
ifilot/pyqint,ifilot,pyqint,https://github.com/ifilot/pyqint,"An Educational Hartree-Fock Code in Python: Transparent Implementation of Gaussian-Type Integrals, SCF Procedures, and Geometry Optimization",https://ifilot.github.io/pyqint/,Python,computational-chemistry; electronic-structure; electronic-structure-calculations; gaussian-type-orbitals; hartree-fock; molecular-integrals; molecular-orbital; molecular-orbital-theory,61,15,GPL-3.0,False,2020-12-30,2026-04-24,computational-chemistry
yesint/molar,yesint,molar,https://github.com/yesint/molar,Repository for molar crate and its dependencies,https://crates.io/crates/molar,Rust,molecular-dynamics; molecular-dynamics-simulation; molecular-modeling; trajectory-analysis,61,4,Artistic-2.0,False,2022-12-17,2026-09-10,molecular-dynamics; molecular-modeling
ADicksonLab/wepy,ADicksonLab,wepy,https://github.com/ADicksonLab/wepy,Weighted Ensemble simulation framework in Python,https://adicksonlab.github.io/wepy/,Python,enhanced-sampling; molecular-dynamics; simulation; weighted-ensemble,61,22,MIT,False,2017-08-22,2026-09-03,molecular-dynamics
SergeiNikolenko/Burette,SergeiNikolenko,Burette,https://github.com/SergeiNikolenko/Burette,"macOS desktop app and Quick Look extension for molecular previews: Mol* 3D, xyzrender SVG, and RDKit grids.",https://burette-landing.vercel.app,JavaScript,cheminformatics; macos; molecular-viewer; molecular-visualization; molecule-viewer; molstar; pdb; quicklook,60,5,MIT,False,2026-04-28,2026-09-11,cheminformatics
Quantum-Dynamics-Hub/libra-code,Quantum-Dynamics-Hub,libra-code,https://github.com/Quantum-Dynamics-Hub/libra-code,,https://quantum-dynamics-hub.github.io/libra/index.html,Python,atomic-orbitals; do-it-yourself; dynamics; electronic-structure; library; methodology-development; molecular-dynamics; nonadiabatic,60,59,GPL-3.0,False,2017-08-24,2026-09-01,molecular-dynamics
wolberlab/pyrod,wolberlab,pyrod,https://github.com/wolberlab/pyrod,PyRod - Tracing water molecules in molecular dynamics simulations,,Python,molecular-dynamics-simulation; pharmacophore; python3; water,60,10,GPL-2.0,False,2018-05-14,2025-10-31,pharmacophore
epam/Indigo-ELN-v.-2.0,epam,Indigo-ELN-v.-2.0,https://github.com/epam/Indigo-ELN-v.-2.0,Indigo ELN - Open Source Chemistry Electronic Lab Notebook,https://lifescience.opensource.epam.com/,Java,bingo; cheminformatics; chemistry; drug-discovery; electronic-lab-notebook; eln; indigo; java,59,29,MIT,False,2018-07-17,2026-09-09,cheminformatics; drug-discovery
DrugBud-Suite/DockM8,DrugBud-Suite,DockM8,https://github.com/DrugBud-Suite/DockM8,All in one Structure-Based Virtual Screening workflow based on the concept of consensus docking.,https://drugbud-suite.github.io/dockm8-web/,Python,cheminformatics; cheminformatics-and-compchem; compchem; computational-chemistry; docking; drug-design; drug-discovery; molecular-docking,59,8,GPL-3.0,False,2024-03-12,2026-07-05,cheminformatics; computational-chemistry; drug-design; drug-discovery; molecular-docking; molecular-modeling; virtual-screening
quantaosun/Dock-MD-FEP,quantaosun,Dock-MD-FEP,https://github.com/quantaosun/Dock-MD-FEP,"Open Source, Automated free binding free energy calculation between protein and small molecule. An all-in-one workflow, free energy pertubation with OpenMM.",,Jupyter Notebook,free-energy-perturbation; gpu; medicinal-chemistry; simulation,59,10,MIT,False,2022-09-17,2025-04-21,medicinal-chemistry
sirius-ms/sirius-libs,sirius-ms,sirius-libs,https://github.com/sirius-ms/sirius-libs,sirius-libs - Metabolomics mass spectrometry framework for molecular formula identification of small molecules written in Java,,Java,bioinformatics; cheminformatics; denovo; java-library; mass-spectrometry; metabolomics; molecular-formulas; ms-data,59,25,,True,2017-03-16,2024-08-01,cheminformatics
Laboratoire-de-Chemoinformatique/SynPlanner,Laboratoire-de-Chemoinformatique,SynPlanner,https://github.com/Laboratoire-de-Chemoinformatique/SynPlanner,Computer-aided synthesis planning,https://synplanner.readthedocs.io/en/latest/,Jupyter Notebook,chemical-reactions; cheminformatics; chemistry; monte-carlo-tree-search; retrosynthesis,59,9,MIT,False,2024-08-02,2026-09-12,cheminformatics; retrosynthesis
srnas/barnaba,srnas,barnaba,https://github.com/srnas/barnaba,Analyse Nucleic Acids Structure and Simulations with baRNAba,,Jupyter Notebook,modeling; molecular-dynamics; python; rna; rna-folding; rna-structure,59,18,GPL-3.0,False,2014-07-24,2024-03-20,molecular-dynamics
opentargets/gentropy,opentargets,gentropy,https://github.com/opentargets/gentropy,Open Targets python framework for post-GWAS analysis,https://opentargets.github.io/gentropy/,Python,drug-discovery; genetics; gwas; open-source; pyspark; python,58,17,Apache-2.0,False,2022-04-14,2026-09-11,drug-discovery
benedekrozemberczki/PDN,benedekrozemberczki,PDN,https://github.com/benedekrozemberczki/PDN,"The official PyTorch implementation of ""Pathfinder Discovery Networks for Neural Message Passing"" (WebConf '21)",https://arxiv.org/abs/2010.12878,Python,bert; cheminformatics; data-science; deep-learning; deepwalk; gcn; gnn; gpt-3,58,11,GPL-3.0,False,2021-02-05,2025-12-28,cheminformatics
Mantevo/miniMD,Mantevo,miniMD,https://github.com/Mantevo/miniMD,MiniMD Molecular Dynamics Mini-App,http://www.mantevo.org,C++,mantevo; mini-app; molecular-dynamics; molecular-dynamics-simulation; snl-mini-apps,58,45,,False,2016-07-05,2025-03-04,molecular-dynamics
HongxinXiang/awesome-ai-bioinformatics,HongxinXiang,awesome-ai-bioinformatics,https://github.com/HongxinXiang/awesome-ai-bioinformatics,A curated list of awesome AI and Bioinformatics.,,,ai4science; artificial-intelligence; awesome; bioinformatics; computer-aided-drug-design; computer-science; drug-discovery,57,15,MIT,False,2022-08-28,2023-03-05,drug-discovery
ManzoorElahi/organic-chemistry-reaction-prediction-using-NMT,ManzoorElahi,organic-chemistry-reaction-prediction-using-NMT,https://github.com/ManzoorElahi/organic-chemistry-reaction-prediction-using-NMT,organic chemistry reaction prediction using NMT with Attention,,Python,attention-mechanism; cheminformatics; chemistry; chemoinformatics; keras; machine-learning; nlp,57,13,,False,2018-02-22,2018-11-07,cheminformatics
muCommons/NistChemPy,muCommons,NistChemPy,https://github.com/muCommons/NistChemPy,Unofficial Python tools for querying NIST Chemistry WebBook pages and extracting molecular-property records.,https://mucommons.github.io/NistChemPy/,Python,chemical-data; cheminformatics; chemistry; data-extraction; gas-chromatography; infrared-spectra; mass-spectra; molecular-properties,57,7,MIT,False,2022-02-27,2026-05-20,cheminformatics
WMD-group/PDynA,WMD-group,PDynA,https://github.com/WMD-group/PDynA,Python package to analyse the structural dynamics of perovskites,,Python,computational-chemistry; machine-learning; materials-informatics; materials-science; perovskites; python,57,6,MIT,False,2022-11-21,2026-08-15,computational-chemistry
IFMlab/ChemFlow,IFMlab,ChemFlow,https://github.com/IFMlab/ChemFlow,Computational Chemistry Workflows,,Python,computational-chemistry; computational-science; docking; middleware; mmgbsa; mmpbsa; scoring-functions; workflow,57,5,,False,2017-07-28,2022-07-19,computational-chemistry
Theoretical-Chemistry-Group-UCLouvain/std2,Theoretical-Chemistry-Group-UCLouvain,std2,https://github.com/Theoretical-Chemistry-Group-UCLouvain/std2,"std2 program for computing excited states and response functions via simplified TD-DFT methods (sTDA, sTD-DFT, SF-sTD-DFT, XsTDA, XsTD-DFT, and SF-Xs-TD-DFT)",,Fortran,computational-chemistry; excited-states; nonlinear-response; quantum-chemistry; spin-flip; td-dft,57,17,LGPL-3.0,False,2019-11-13,2026-08-14,computational-chemistry
TinkerTools/tinker-gpu,TinkerTools,tinker-gpu,https://github.com/TinkerTools/tinker-gpu,Tinker-GPU: Next Generation of Tinker with GPU Support,,C++,biomolecular-simulation; force-fields; gpu-computing; molecular-dynamics; molecular-mechanics; molecular-modeling,57,31,NOASSERTION,False,2019-05-13,2026-09-13,molecular-dynamics; molecular-modeling
lab-cosmo/flashmd,lab-cosmo,flashmd,https://github.com/lab-cosmo/flashmd,A universal ML model to predict molecular dynamics trajectories with long time steps,https://papers.nips.cc/paper_files/paper/2025/file/7ffade093764c9a59a777c3cbe346b97-Paper-Conference.pdf,Python,graph-neural-networks; machine-learning; molecular-dynamics,57,8,Apache-2.0,False,2025-04-25,2026-09-09,molecular-dynamics
UnixJunkie/FASMIFRA,UnixJunkie,FASMIFRA,https://github.com/UnixJunkie/FASMIFRA,Molecular Generation by Fast Assembly of SMILES Fragments,,OCaml,cadd; deepsmiles; distribution-matching; distribution-reproduction; fragment-based; molecular-fragments; molecular-generation; smiles,57,8,GPL-3.0,False,2021-07-08,2024-10-31,molecular-generation
Human-Centric-Machine-Learning/nevae,Human-Centric-Machine-Learning,nevae,https://github.com/Human-Centric-Machine-Learning/nevae,"Code and data for ""NeVAE: A Deep Generative Model for Molecular Graphs"", AAAI 2019",,Python,deep-learning; drug-design; drug-discovery; graphs; machine-learning,56,14,,False,2018-06-01,2019-11-22,drug-design; drug-discovery
SteshinSS/lohi_splitter,SteshinSS,lohi_splitter,https://github.com/SteshinSS/lohi_splitter,Lo-Hi Splitter for Modern Splits of Molecular Datasets,,Jupyter Notebook,drug; drug-design; drug-discovery; molecular-generation; virtual-screening,56,3,MIT,False,2023-09-24,2025-07-08,drug-design; drug-discovery; molecular-generation; virtual-screening
